gene	Level1	Level2	Level3	Level4
CR2	Hematopoietic cell	B	B cells	B cells
CD22	Hematopoietic cell	B	B cells	B cells
FCER2	Hematopoietic cell	B	B cells	B cells
CD40	Hematopoietic cell	B	B cells	B cells
CD69	Hematopoietic cell	B	B cells	B cells
CD70	Hematopoietic cell	B	B cells	B cells
CD79A	Hematopoietic cell	B	B cells	B cells
CD79B	Hematopoietic cell	B	B cells	B cells
CD80	Hematopoietic cell	B	B cells	B cells
CD86	Hematopoietic cell	B	B cells	B cells
TNFRSF9	Hematopoietic cell	B	B cells	B cells
SDC1	Hematopoietic cell	B	B cells	B cells
TNFSF4	Hematopoietic cell	B	B cells	B cells
TNFRSF13B	Hematopoietic cell	B	B cells	B cells
TNFRSF13C	Hematopoietic cell	B	B cells	B cells
PDCD1	Hematopoietic cell	B	B cells	B cells
IGHD	Hematopoietic cell	B	B cells	B cells
RASGRP3	Hematopoietic cell	B	B cells	B cells
HLA-DRA	Hematopoietic cell	B	B cells	B cells
HLA-DQA1	Hematopoietic cell	B	B cells	B cells
FLI1	Hematopoietic cell	B	B cells	B cells
SEMA6D	Hematopoietic cell	B	B cells	B cells
LAIR1	Hematopoietic cell	B	B cells	B cells
IFIT3	Hematopoietic cell	B	B cells	B cells
IGLL1	Hematopoietic cell	B	B cells	B cells
DNTT	Hematopoietic cell	B	B cells	B cells
MME	Hematopoietic cell	B	B cells	B cells
SPN	Hematopoietic cell	B	B cells	B cells
CD19	Hematopoietic cell	B	B cells	B cells
CD24	Hematopoietic cell	B	B cells	B cells
CD27	Hematopoietic cell	B	B cells	B cells
B3GAT1	Hematopoietic cell	B	B cells	B cells
CD72	Hematopoietic cell	B	B cells	B cells
MUM1	Hematopoietic cell	B	B cells	B cells
PAX5	Hematopoietic cell	B	B cells	B cells
JCHAIN	Hematopoietic cell	B	B cells	B cells
MZB1	Hematopoietic cell	B	B cells	B cells
LY6D	Hematopoietic cell	B	B cells	B cells
FCMR	Hematopoietic cell	B	B cells	B cells
BANK1	Hematopoietic cell	B	B cells	B cells
EDEM1	Hematopoietic cell	B	B cells	B cells
VPREB3	Hematopoietic cell	B	B cells	B cells
POU2AF1	Hematopoietic cell	B	B cells	B cells
DERL3	Hematopoietic cell	B	B cells	B cells
RALGPS2	Hematopoietic cell	B	B cells	B cells
FCHSD2	Hematopoietic cell	B	B cells	B cells
TNFRSF17	Hematopoietic cell	B	B cells	B cells
HVCN1	Hematopoietic cell	B	B cells	B cells
FCRLA	Hematopoietic cell	B	B cells	B cells
EDEM2	Hematopoietic cell	B	B cells	B cells
BLNK	Hematopoietic cell	B	B cells	B cells
TXNDC11	Hematopoietic cell	B	B cells	B cells
BTLA	Hematopoietic cell	B	B cells	B cells
FKBP11	Hematopoietic cell	B	B cells	B cells
SEC61A1	Hematopoietic cell	B	B cells	B cells
SPIB	Hematopoietic cell	B	B cells	B cells
EAF2	Hematopoietic cell	B	B cells	B cells
CXCR4	Hematopoietic cell	B	B cells	B cells
BIRC3	Hematopoietic cell	B	B cells	B cells
IGLC2	Hematopoietic cell	B	B cells	B cells
IGLC3	Hematopoietic cell	B	B cells	B cells
IGLC1	Hematopoietic cell	B	B cells	B cells
IL21R	Hematopoietic cell	B	B cells	B cells
VPREB1	Hematopoietic cell	B	B cells	B cells
LRMP	Hematopoietic cell	B	B cells	B cells
KLHL6	Hematopoietic cell	B	B cells	B cells
SLAMF6	Hematopoietic cell	B	B cells	B cells
FAM129C	Hematopoietic cell	B	B cells	B cells
BST1	Hematopoietic cell	B	B cells	B cells
MSH5	Hematopoietic cell	B	B cells	B cells
DOK3	Hematopoietic cell	B	B cells	B cells
BACH2	Hematopoietic cell	B	B cells	B cells
PXK	Hematopoietic cell	B	B cells	B cells
IGHG1	Hematopoietic cell	B	B cells	B cells
IGHG3	Hematopoietic cell	B	B cells	B cells
IGHG4	Hematopoietic cell	B	B cells	B cells
CD38	Hematopoietic cell	B	B cells	B cells
CCR7	Hematopoietic cell	B	B cells	B cells
CD55	Hematopoietic cell	B	B cells	B cells
TLR9	Hematopoietic cell	B	B cells	B cells
SWAP70	Hematopoietic cell	B	B cells	B cells
CD38	Hematopoietic cell	B	B cells memory	B cells memory
CD80	Hematopoietic cell	B	B cells memory	B cells memory
CD84	Hematopoietic cell	B	B cells memory	B cells memory
CD86	Hematopoietic cell	B	B cells memory	B cells memory
NT5E	Hematopoietic cell	B	B cells memory	B cells memory
PAX5	Hematopoietic cell	B	B cells memory	B cells memory
SPIB	Hematopoietic cell	B	B cells memory	B cells memory
ADAM28	Hematopoietic cell	B	B cells memory	B cells memory
AIM2	Hematopoietic cell	B	B cells memory	B cells memory
ALOX5	Hematopoietic cell	B	B cells memory	B cells memory
BACH2	Hematopoietic cell	B	B cells memory	B cells memory
BANK1	Hematopoietic cell	B	B cells memory	B cells memory
BLK	Hematopoietic cell	B	B cells memory	B cells memory
CCR6	Hematopoietic cell	B	B cells memory	B cells memory
CD180	Hematopoietic cell	B	B cells memory	B cells memory
CD19	Hematopoietic cell	B	B cells memory	B cells memory
CD1C	Hematopoietic cell	B	B cells memory	B cells memory
CD22	Hematopoietic cell	B	B cells memory	B cells memory
CD27	Hematopoietic cell	B	B cells memory	B cells memory
CD69	Hematopoietic cell	B	B cells memory	B cells memory
CD72	Hematopoietic cell	B	B cells memory	B cells memory
CD79A	Hematopoietic cell	B	B cells memory	B cells memory
CD79B	Hematopoietic cell	B	B cells memory	B cells memory
CLCA3P	Hematopoietic cell	B	B cells memory	B cells memory
CR2	Hematopoietic cell	B	B cells memory	B cells memory
CXCR5	Hematopoietic cell	B	B cells memory	B cells memory
DENND5B	Hematopoietic cell	B	B cells memory	B cells memory
FCGR2B	Hematopoietic cell	B	B cells memory	B cells memory
FCRL2	Hematopoietic cell	B	B cells memory	B cells memory
FRK	Hematopoietic cell	B	B cells memory	B cells memory
GNG7	Hematopoietic cell	B	B cells memory	B cells memory
GPR18	Hematopoietic cell	B	B cells memory	B cells memory
GUSBP11	Hematopoietic cell	B	B cells memory	B cells memory
HHEX	Hematopoietic cell	B	B cells memory	B cells memory
HLA-DOB	Hematopoietic cell	B	B cells memory	B cells memory
IFNA10	Hematopoietic cell	B	B cells memory	B cells memory
IGHD	Hematopoietic cell	B	B cells memory	B cells memory
IGLL3P	Hematopoietic cell	B	B cells memory	B cells memory
IL7	Hematopoietic cell	B	B cells memory	B cells memory
MBL2	Hematopoietic cell	B	B cells memory	B cells memory
MS4A1	Hematopoietic cell	B	B cells memory	B cells memory
NMBR	Hematopoietic cell	B	B cells memory	B cells memory
NPIPB15	Hematopoietic cell	B	B cells memory	B cells memory
P2RX5	Hematopoietic cell	B	B cells memory	B cells memory
PNOC	Hematopoietic cell	B	B cells memory	B cells memory
RALGPS2	Hematopoietic cell	B	B cells memory	B cells memory
SIK1	Hematopoietic cell	B	B cells memory	B cells memory
SIT1	Hematopoietic cell	B	B cells memory	B cells memory
SLC12A1	Hematopoietic cell	B	B cells memory	B cells memory
SP140	Hematopoietic cell	B	B cells memory	B cells memory
STAP1	Hematopoietic cell	B	B cells memory	B cells memory
TMEM156	Hematopoietic cell	B	B cells memory	B cells memory
TNFRSF13B	Hematopoietic cell	B	B cells memory	B cells memory
TNFRSF17	Hematopoietic cell	B	B cells memory	B cells memory
VPREB3	Hematopoietic cell	B	B cells memory	B cells memory
ZBTB32	Hematopoietic cell	B	B cells memory	B cells memory
CD19	Hematopoietic cell	B	B cells naive	B cells naive
CD2	Hematopoietic cell	B	B cells naive	B cells naive
CD72	Hematopoietic cell	B	B cells naive	B cells naive
IL2RA	Hematopoietic cell	B	B cells naive	B cells naive
MME	Hematopoietic cell	B	B cells naive	B cells naive
ABCB4	Hematopoietic cell	B	B cells naive	B cells naive
ADAM28	Hematopoietic cell	B	B cells naive	B cells naive
BACH2	Hematopoietic cell	B	B cells naive	B cells naive
BANK1	Hematopoietic cell	B	B cells naive	B cells naive
BEND5	Hematopoietic cell	B	B cells naive	B cells naive
BLK	Hematopoietic cell	B	B cells naive	B cells naive
BRAF	Hematopoietic cell	B	B cells naive	B cells naive
CD180	Hematopoietic cell	B	B cells naive	B cells naive
CD1C	Hematopoietic cell	B	B cells naive	B cells naive
CD22	Hematopoietic cell	B	B cells naive	B cells naive
CD69	Hematopoietic cell	B	B cells naive	B cells naive
CD79A	Hematopoietic cell	B	B cells naive	B cells naive
CD79B	Hematopoietic cell	B	B cells naive	B cells naive
CR2	Hematopoietic cell	B	B cells naive	B cells naive
CXCR5	Hematopoietic cell	B	B cells naive	B cells naive
EAF2	Hematopoietic cell	B	B cells naive	B cells naive
FCER2	Hematopoietic cell	B	B cells naive	B cells naive
FCGR2B	Hematopoietic cell	B	B cells naive	B cells naive
FCRL2	Hematopoietic cell	B	B cells naive	B cells naive
FRK	Hematopoietic cell	B	B cells naive	B cells naive
GPR18	Hematopoietic cell	B	B cells naive	B cells naive
GUSBP11	Hematopoietic cell	B	B cells naive	B cells naive
HHEX	Hematopoietic cell	B	B cells naive	B cells naive
HLA-DOB	Hematopoietic cell	B	B cells naive	B cells naive
IGHD	Hematopoietic cell	B	B cells naive	B cells naive
IGLL3P	Hematopoietic cell	B	B cells naive	B cells naive
IL4R	Hematopoietic cell	B	B cells naive	B cells naive
MEP1A	Hematopoietic cell	B	B cells naive	B cells naive
MICAL3	Hematopoietic cell	B	B cells naive	B cells naive
MS4A1	Hematopoietic cell	B	B cells naive	B cells naive
NMBR	Hematopoietic cell	B	B cells naive	B cells naive
P2RX5	Hematopoietic cell	B	B cells naive	B cells naive
P2RY14	Hematopoietic cell	B	B cells naive	B cells naive
PNOC	Hematopoietic cell	B	B cells naive	B cells naive
PSG2	Hematopoietic cell	B	B cells naive	B cells naive
RALGPS2	Hematopoietic cell	B	B cells naive	B cells naive
SELL	Hematopoietic cell	B	B cells naive	B cells naive
SIK1	Hematopoietic cell	B	B cells naive	B cells naive
SLC12A1	Hematopoietic cell	B	B cells naive	B cells naive
SPIB	Hematopoietic cell	B	B cells naive	B cells naive
STAP1	Hematopoietic cell	B	B cells naive	B cells naive
TCL1A	Hematopoietic cell	B	B cells naive	B cells naive
UGT1A8	Hematopoietic cell	B	B cells naive	B cells naive
VPREB3	Hematopoietic cell	B	B cells naive	B cells naive
ZNF286A	Hematopoietic cell	B	B cells naive	B cells naive
TNFSF8	Hematopoietic cell	B	B cells naive	B cells naive
MITF	Hematopoietic cell	B	B cells naive	B cells naive
HLA-DQB1	Hematopoietic cell	B	B cells naive	B cells naive
TNFRSF13C	Hematopoietic cell	B	B cells naive	B cells naive
LINC00926	Hematopoietic cell	B	B cells naive	B cells naive
STAG3	Hematopoietic cell	B	B cells naive	B cells naive
BIRC3	Hematopoietic cell	B	B cells naive	B cells naive
KRT5	Precursor cell	Stem cell	Basal cells	Basal cells
KRT17	Precursor cell	Stem cell	Basal cells	Basal cells
BCL2	Precursor cell	Stem cell	Basal cells	Basal cells
KRT14	Precursor cell	Stem cell	Basal cells	Basal cells
TP63	Precursor cell	Stem cell	Basal cells	Basal cells
CDH3	Precursor cell	Stem cell	Basal cells	Basal cells
KRT6B	Precursor cell	Stem cell	Basal cells	Basal cells
METTL5	Precursor cell	Stem cell	Basal cells	Basal cells
ANXA11	Precursor cell	Stem cell	Basal cells	Basal cells
TMEM14A	Precursor cell	Stem cell	Basal cells	Basal cells
BNIP3	Precursor cell	Stem cell	Basal cells	Basal cells
TYMP	Precursor cell	Stem cell	Basal cells	Basal cells
DPP7	Precursor cell	Stem cell	Basal cells	Basal cells
OPTN	Precursor cell	Stem cell	Basal cells	Basal cells
PLAU	Precursor cell	Stem cell	Basal cells	Basal cells
CAPN1	Precursor cell	Stem cell	Basal cells	Basal cells
BACE2	Precursor cell	Stem cell	Basal cells	Basal cells
ILK	Precursor cell	Stem cell	Basal cells	Basal cells
PKP3	Precursor cell	Stem cell	Basal cells	Basal cells
ITGA3	Precursor cell	Stem cell	Basal cells	Basal cells
MT1L	Precursor cell	Stem cell	Basal cells	Basal cells
SRSF4	Precursor cell	Stem cell	Basal cells	Basal cells
RAB38	Precursor cell	Stem cell	Basal cells	Basal cells
KRT23	Precursor cell	Stem cell	Basal cells	Basal cells
SLC16A3	Precursor cell	Stem cell	Basal cells	Basal cells
GYPC	Precursor cell	Stem cell	Basal cells	Basal cells
DUSP23	Precursor cell	Stem cell	Basal cells	Basal cells
RARRES1	Precursor cell	Stem cell	Basal cells	Basal cells
ITGA2	Precursor cell	Stem cell	Basal cells	Basal cells
SLC25A37	Precursor cell	Stem cell	Basal cells	Basal cells
GAPDHP1	Precursor cell	Stem cell	Basal cells	Basal cells
ITGB6	Precursor cell	Stem cell	Basal cells	Basal cells
ITGB4	Precursor cell	Stem cell	Basal cells	Basal cells
SPHK1	Precursor cell	Stem cell	Basal cells	Basal cells
ACTG2	Precursor cell	Stem cell	Basal cells	Basal cells
IRF6	Precursor cell	Stem cell	Basal cells	Basal cells
LAMB3	Precursor cell	Stem cell	Basal cells	Basal cells
MMP7	Precursor cell	Stem cell	Basal cells	Basal cells
HEBP2	Precursor cell	Stem cell	Basal cells	Basal cells
FBXO32	Precursor cell	Stem cell	Basal cells	Basal cells
MT1E	Precursor cell	Stem cell	Basal cells	Basal cells
MT2P1	Precursor cell	Stem cell	Basal cells	Basal cells
SERINC2	Precursor cell	Stem cell	Basal cells	Basal cells
NNMT	Precursor cell	Stem cell	Basal cells	Basal cells
KRT15	Precursor cell	Stem cell	Basal cells	Basal cells
PLP2	Precursor cell	Stem cell	Basal cells	Basal cells
MT1X	Precursor cell	Stem cell	Basal cells	Basal cells
S100A14	Precursor cell	Stem cell	Basal cells	Basal cells
LAMC2	Precursor cell	Stem cell	Basal cells	Basal cells
BMP7	Precursor cell	Stem cell	Basal cells	Basal cells
MYLK	Precursor cell	Stem cell	Basal cells	Basal cells
CD69	Hematopoietic cell	Granulocyte	Basophils	Basophils
IL3RA	Hematopoietic cell	Granulocyte	Basophils	Basophils
CCR3	Hematopoietic cell	Granulocyte	Basophils	Basophils
ENPP3	Hematopoietic cell	Granulocyte	Basophils	Basophils
FCER1A	Hematopoietic cell	Granulocyte	Basophils	Basophils
TLR4	Hematopoietic cell	Granulocyte	Basophils	Basophils
LTC4S	Hematopoietic cell	Granulocyte	Basophils	Basophils
CPA3	Hematopoietic cell	Granulocyte	Basophils	Basophils
ITGAL	Hematopoietic cell	Granulocyte	Basophils	Basophils
ITGAM	Hematopoietic cell	Granulocyte	Basophils	Basophils
ITGAX	Hematopoietic cell	Granulocyte	Basophils	Basophils
IL4R	Hematopoietic cell	Granulocyte	Basophils	Basophils
ITGB7	Hematopoietic cell	Granulocyte	Basophils	Basophils
IL4	Hematopoietic cell	Granulocyte	Basophils	Basophils
MS4A2	Hematopoietic cell	Granulocyte	Basophils	Basophils
MS4A3	Hematopoietic cell	Granulocyte	Basophils	Basophils
HDC	Hematopoietic cell	Granulocyte	Basophils	Basophils
GATA2	Hematopoietic cell	Granulocyte	Basophils	Basophils
CCL3	Hematopoietic cell	Granulocyte	Basophils	Basophils
CD33	Hematopoietic cell	Granulocyte	Basophils	Basophils
HTR1B	Hematopoietic cell	Granulocyte	Basophils	Basophils
DNASE2B	Hematopoietic cell	Granulocyte	Basophils	Basophils
FADS2	Hematopoietic cell	Granulocyte	Basophils	Basophils
GPC4	Hematopoietic cell	Granulocyte	Basophils	Basophils
GRM6	Hematopoietic cell	Granulocyte	Basophils	Basophils
ACSS2	Hematopoietic cell	Granulocyte	Basophils	Basophils
ADORA2B	Hematopoietic cell	Granulocyte	Basophils	Basophils
AQP9	Hematopoietic cell	Granulocyte	Basophils	Basophils
BACE1	Hematopoietic cell	Granulocyte	Basophils	Basophils
BMP4	Hematopoietic cell	Granulocyte	Basophils	Basophils
CABLES1	Hematopoietic cell	Granulocyte	Basophils	Basophils
CCL4	Hematopoietic cell	Granulocyte	Basophils	Basophils
CEBPA	Hematopoietic cell	Granulocyte	Basophils	Basophils
E2F8	Hematopoietic cell	Granulocyte	Basophils	Basophils
FAR2	Hematopoietic cell	Granulocyte	Basophils	Basophils
GPR183	Hematopoietic cell	Granulocyte	Basophils	Basophils
HGF	Hematopoietic cell	Granulocyte	Basophils	Basophils
HIST1H1D	Hematopoietic cell	Granulocyte	Basophils	Basophils
HIST1H2AC	Hematopoietic cell	Granulocyte	Basophils	Basophils
INF2	Hematopoietic cell	Granulocyte	Basophils	Basophils
JAZF1	Hematopoietic cell	Granulocyte	Basophils	Basophils
L1CAM	Hematopoietic cell	Granulocyte	Basophils	Basophils
LAMA5	Hematopoietic cell	Granulocyte	Basophils	Basophils
MBOAT1	Hematopoietic cell	Granulocyte	Basophils	Basophils
NFIL3	Hematopoietic cell	Granulocyte	Basophils	Basophils
NPL	Hematopoietic cell	Granulocyte	Basophils	Basophils
OSBPL5	Hematopoietic cell	Granulocyte	Basophils	Basophils
OTUB2	Hematopoietic cell	Granulocyte	Basophils	Basophils
P2RY1	Hematopoietic cell	Granulocyte	Basophils	Basophils
PDK3	Hematopoietic cell	Granulocyte	Basophils	Basophils
PDZD4	Hematopoietic cell	Granulocyte	Basophils	Basophils
PIGY	Hematopoietic cell	Granulocyte	Basophils	Basophils
PLEKHG5	Hematopoietic cell	Granulocyte	Basophils	Basophils
PLG	Hematopoietic cell	Granulocyte	Basophils	Basophils
RNF39	Hematopoietic cell	Granulocyte	Basophils	Basophils
SLC26A3	Hematopoietic cell	Granulocyte	Basophils	Basophils
SLC26A8	Hematopoietic cell	Granulocyte	Basophils	Basophils
SNCAIP	Hematopoietic cell	Granulocyte	Basophils	Basophils
ST6GALNAC5	Hematopoietic cell	Granulocyte	Basophils	Basophils
SUPT3H	Hematopoietic cell	Granulocyte	Basophils	Basophils
TULP3	Hematopoietic cell	Granulocyte	Basophils	Basophils
TEC	Hematopoietic cell	Granulocyte	Basophils	Basophils
UNC93A	Hematopoietic cell	Granulocyte	Basophils	Basophils
WRN	Hematopoietic cell	Granulocyte	Basophils	Basophils
GFAP	Neural cell	Glial cell	Astrocyte	Bergmann glia
GDF10	Neural cell	Glial cell	Astrocyte	Bergmann glia
GJB6	Neural cell	Glial cell	Astrocyte	Bergmann glia
GRIA4	Neural cell	Glial cell	Astrocyte	Bergmann glia
GRM3	Neural cell	Glial cell	Astrocyte	Bergmann glia
NTSR2	Neural cell	Glial cell	Astrocyte	Bergmann glia
ITIH3	Neural cell	Glial cell	Astrocyte	Bergmann glia
A2M	Neural cell	Glial cell	Astrocyte	Bergmann glia
PTCH1	Neural cell	Glial cell	Astrocyte	Bergmann glia
CDC42EP4	Neural cell	Glial cell	Astrocyte	Bergmann glia
BTBD17	Neural cell	Glial cell	Astrocyte	Bergmann glia
AQP4	Neural cell	Glial cell	Astrocyte	Bergmann glia
SLC4A4	Neural cell	Glial cell	Astrocyte	Bergmann glia
HOPX	Neural cell	Glial cell	Astrocyte	Bergmann glia
GPR37L1	Neural cell	Glial cell	Astrocyte	Bergmann glia
ACSBG1	Neural cell	Glial cell	Astrocyte	Bergmann glia
ALDH1L1	Neural cell	Glial cell	Astrocyte	Bergmann glia
TTC21B	Neural cell	Glial cell	Astrocyte	Bergmann glia
HEPACAM	Neural cell	Glial cell	Astrocyte	Bergmann glia
UFL1	Neural cell	Glial cell	Astrocyte	Bergmann glia
ATP7A	Neural cell	Glial cell	Astrocyte	Bergmann glia
BICD2	Neural cell	Glial cell	Astrocyte	Bergmann glia
METRN	Neural cell	Glial cell	Astrocyte	Bergmann glia
P2RX7	Neural cell	Glial cell	Astrocyte	Bergmann glia
EGFR	Neural cell	Glial cell	Astrocyte	Bergmann glia
P2RY1	Neural cell	Glial cell	Astrocyte	Bergmann glia
GRIN3A	Neural cell	Glial cell	Astrocyte	Bergmann glia
DAO	Neural cell	Glial cell	Astrocyte	Bergmann glia
KIF1BP	Neural cell	Glial cell	Astrocyte	Bergmann glia
GCGR	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Beta cells
JPH3	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Beta cells
CD40	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Beta cells
HAMP	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Beta cells
EZH1	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Beta cells
NTRK1	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Beta cells
PDX1	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Beta cells
SLC2A2	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Beta cells
NKX6-2	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Beta cells
FXYD2	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Beta cells
NPY	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Beta cells
